,Quarter,Banks,1. Total Interest Income (Net of Interest Tax) (April to Date)_Domestic Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Global Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Overseas Operation,2. Interest Expense (April to Date)_Domestic Operation,2. Interest Expense (April to Date)_Global Operation,2. Interest Expense (April to Date)_Overseas Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Domestic Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Global Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Overseas Operation,4. Other Operating Income (OOI) (April to Date) _Domestic Operation,4. Other Operating Income (OOI) (April to Date) _Global Operation,4. Other Operating Income (OOI) (April to Date) _Overseas Operation,5. Total Operating Income (April to Date) [3 + 4]_Domestic Operation,5. Total Operating Income (April to Date) [3 + 4]_Global Operation,5. Total Operating Income (April to Date) [3 + 4]_Overseas Operation,6. Operating Expense (OE) (April to Date)_Domestic Operation,6. Operating Expense (OE) (April to Date)_Global Operation,6. Operating Expense (OE) (April to Date)_Overseas Operation,Of Which: Staff Expenses (April to Date)_Domestic Operation,Of Which: Staff Expenses (April to Date)_Global Operation,Of Which: Staff Expenses (April to Date)_Overseas Operation,7. Net Operating Income (April to Date) [5 - 6]_Domestic Operation,7. Net Operating Income (April to Date) [5 - 6]_Global Operation,7. Net Operating Income (April to Date) [5 - 6]_Overseas Operation,8. Capital Gains/(Losses) (April to Date)_Domestic Operation,8. Capital Gains/(Losses) (April to Date)_Global Operation,8. Capital Gains/(Losses) (April to Date)_Overseas Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Domestic Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Global Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Overseas Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Domestic Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Global Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Overseas Operation,11. Risk Provisions - Total (April to Date)_Domestic Operation,11. Risk Provisions - Total (April to Date)_Global Operation,11. Risk Provisions - Total (April to Date)_Overseas Operation,12. Write Offs - Total (April to Date) _Domestic Operation,12. Write Offs - Total (April to Date) _Global Operation,12. Write Offs - Total (April to Date) _Overseas Operation,13. Provisions For Liabilities (April to Date) _Domestic Operation,13. Provisions For Liabilities (April to Date) _Global Operation,13. Provisions For Liabilities (April to Date) _Overseas Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Domestic Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Global Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Overseas Operation,15. Provision For Income Taxes (April to Date) _Domestic Operation,15. Provision For Income Taxes (April to Date) _Global Operation,15. Provision For Income Taxes (April to Date) _Overseas Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Domestic Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Global Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
2328,2018Q3,SOUTH INDIAN BANK LTD,33504263000,33504263000,0,23497023000,23497023000,,10007240000,10007240000,0,3037905000,3037905000,,13045145000,13045145000,0,7250936000,7250936000,,4073235000,4073235000,,5794209000,5794209000,0,0,0,,0,0,,5794209000,5794209000,0,4235484000,4235484000,,126644000,126644000,,0,0,,1432081000,1432081000,0,500400000,500400000,,931681000,931681000,0,0,1,0,0
2329,2018Q3,TAMILNAD MERCANTILE BANK LTD,15913093000,15913093000,0,9745038000,9745038000,,6168055000,6168055000,0,2021073000,2021073000,,8189128000,8189128000,0,4076275000,4076275000,,2266925000,2266925000,,4112853000,4112853000,0,0,0,,0,0,,4112853000,4112853000,0,3148506000,3148506000,,0,0,,0,0,,964347000,964347000,0,337000000,337000000,,627347000,627347000,0,0,1,0,0
2330,2018Q3,THE DHANALAKSHMI BANK LTD,4845611000,4845611000,0,3159942000,3159942000,,1685669000,1685669000,0,-13418000,-13418000,,1672251000,1672251000,0,1531221000,1531221000,,851516000,851516000,,141030000,141030000,0,-1272000,-1272000,,,0,,139758000,139758000,0,444814000,444814000,,23336000,23336000,,,0,,-328392000,-328392000,0,,0,,-328392000,-328392000,0,0,1,0,0
2331,2018Q3,YES BANK LTD.,133125883000,138092717000,4966834000,88601399000,91725812000,3124413000,44524484000,46366905000,1842421000,29169666000,31674506000,2504840000,73694150000,78041411000,4347261000,29194995000,29831343000,636348000,11837723000,11845884000,8161000,44508244000,48219157000,3710913000,1425000,1425000,0,0,0,0,44509669000,48220582000,3710913000,12124671000,13008456000,883785000,2656936000,2656936000,0,0,0,0,29728062000,32555190000,2827128000,10304579000,10304579000,0,19423483000,22250611000,2827128000,0,1,0,0
2332,2018Q3,ALLAHABAD BANK,85050158000,85990476000,940318000,56869022000,57449013000,579991000,28181136000,28541463000,360327000,6045044000,6057120000,12076000,34226180000,34598583000,372403000,20898792000,20960821000,62029000,11957582000,11974441000,16859000,13327388000,13637762000,310374000,,,,,,,13327388000,13637762000,310374000,52092422000,52419964000,327542000,,,,-1231386000,-1231386000,,-37533648000,-37550816000,-17168000,191487000,120027000,-71460000,-37725135000,-37670843000,54292000,0,0,1,0
2333,2018Q3,ANDHRA BANK,92826473000,92826473000,0,60941458000,60941458000,,31885015000,31885015000,0,10586329000,10586329000,,42471344000,42471344000,0,17350624000,17350624000,,9997838000,9997838000,,25120720000,25120720000,0,1214000,1214000,,0,0,,25121934000,25121934000,0,32692273000,32692273000,,68995000,68995000,,,0,,-7639334000,-7639334000,0,2100000000,2100000000,,-9739334000,-9739334000,0,0,0,1,0
2334,2018Q3,BANK OF BARODA,212519514000,238711164000,26191650000,135589612000,149974900000,14385288000,76929902000,88736264000,11806362000,21509981000,24896517000,3386536000,98439883000,113632781000,15192898000,50016014000,52855656000,2839642000,21777049000,23226022000,1448973000,48423869000,60777125000,12353256000,97174000,97935000,761000,0,0,0,48521043000,60875060000,12354017000,39770966000,56014688000,16243722000,0,-10062858000,-10062858000,0,0,0,8750077000,14923230000,6173153000,3268381000,5386856000,2118475000,5481696000,9536374000,4054678000,0,0,1,0
2335,2018Q3,BANK OF INDIA,173684270000,197826816000,24142546000,118129620000,135015923000,16886302000,55554650000,62810893000,7256244000,17727094000,18605175000,878080000,73281744000,81416068000,8134324000,44228819000,46254088000,2025269000,23951719000,24797578000,845859000,29052925000,35161980000,6109055000,0,0,0,0,0,0,29052925000,35161980000,6109055000,57471677000,59074638000,1602959000,0,0,0,0,0,0,-28418752000,-23912658000,4506096000,-14737219000,-13301246000,1435974000,-13681533000,-10611412000,3070122000,0,0,1,0
2336,2018Q3,BANK OF MAHARASHTRA,54300800000,54300800000,0,35673800000,35673800000,,18627000000,18627000000,0,7497500000,7497500000,,26124500000,26124500000,0,13478600000,13478600000,,8213200000,8213200000,,12645900000,12645900000,0,700000,700000,,,0,,12646600000,12646600000,0,24905949000,24905949000,,,0,,,0,,-12259349000,-12259349000,0,-1339349000,-1339349000,,-10920000000,-10920000000,0,0,0,1,0
2337,2018Q3,CANARA BANK,218830122000,224832973000,6002851000,147415068000,153191332000,5776264000,71415054000,71641641000,226587000,33344485000,33882180000,537695000,104759539000,105523821000,764282000,52257970000,52922184000,664214000,30532969000,30692897000,159928000,52501569000,52601637000,100068000,0,0,0,0,0,0,52501569000,52601637000,100068000,53763302000,54174359000,411057000,0,0,0,0,0,0,-1261733000,-1572722000,-310989000,-7404877000,-7382973000,21904000,6143144000,5810251000,-332893000,0,0,1,0
2338,2018Q3,CENTRAL BANK OF INDIA,113769200000,113769200000,0,80232500000,80232500000,,33536700000,33536700000,0,7249100000,7249100000,,40785800000,40785800000,0,31861400000,31861400000,,19824600000,19824600000,,8924400000,8924400000,0,0,0,,0,0,,8924400000,8924400000,0,47510400000,47510400000,,0,0,,0,0,,-38586000000,-38586000000,0,-14127500000,-14127500000,,-24458500000,-24458500000,0,0,0,1,0
2339,2018Q3,CORPORATION BANK,81611581000,81611581000,0,51393339000,51393339000,,30218242000,30218242000,0,10333975000,10333975000,,40552217000,40552217000,0,16257891000,16257891000,,8300649000,8300649000,,24294326000,24294326000,0,1649000,1649000,,,0,,24295975000,24295975000,0,24202590000,24202590000,,,0,,,0,,93385000,93385000,0,-1786398000,-1786398000,,1879783000,1879783000,0,0,0,1,0
2340,2018Q3,DENA BANK,44283489000,44283489000,0,29599729000,29599729000,,14683760000,14683760000,0,5086205000,5086205000,,19769965000,19769965000,0,12851823000,12851823000,,8418587000,8418587000,,6918142000,6918142000,0,100373000,100373000,,0,0,,7018515000,7018515000,0,8050100000,8050100000,,11815655000,11815655000,,0,0,,-12847240000,-12847240000,0,-1463100000,-1463100000,,-11384140000,-11384140000,0,0,0,1,0
2341,2018Q3,IDBI BANK LIMITED,108698942000,111347435000,2648495000,77828240000,81759618000,3931378000,30870702000,29587817000,-1282883000,14306377000,14331362000,24984000,45177079000,43919179000,-1257899000,24498160000,24575816000,77656000,9759522000,9785444000,25922000,20678919000,19343363000,-1335555000,-32222000,-33489000,-1268000,0,0,0,20646697000,19309874000,-1336823000,88941828000,110070336000,21128509000,7725647000,7725647000,0,281409000,361855000,80446000,-76302187000,-98847964000,-22545778000,-38724202000,-38724202000,0,-37577985000,-60123762000,-22545778000,0,1,1,0
2342,2018Q3,INDIAN BANK,92460124000,94080106000,1619982000,57832437000,58700872000,868435000,34627687000,35379234000,751547000,8482823000,8682178000,199355000,43110510000,44061412000,950902000,18902004000,19174429000,272425000,10761327000,10871357000,110030000,24208506000,24886983000,678477000,-945000,-957000,-12000,,,,24207561000,24886026000,678465000,638650000,1060813000,422163000,19278164000,19278164000,,,,,4290747000,4547049000,256302000,867385000,952470000,85085000,3423362000,3594579000,171217000,0,0,1,0
2343,2018Q3,INDIAN OVERSEAS BANK,83452536000,85323425000,1870889000,60448879000,61159310000,710431000,23003657000,24164115000,1160458000,20788947000,21421838000,632891000,43792604000,45585953000,1793349000,20619496000,21229094000,609598000,12659701000,12893786000,234085000,23170136000,24354098000,1183962000,8127000,8166000,39000,0,0,0,23178263000,24362264000,1184001000,40514480000,43410361000,2895881000,761740000,761740000,0,0,0,0,-18097957000,-19809837000,-1711880000,-5826400000,-5742798000,83602000,-12271557000,-14067039000,-1795482000,0,0,1,0
2344,2018Q3,ORIENTAL BANK OF COMMERCE,85588100000,85588100000,0,59463500000,59463500000,,26124600000,26124600000,0,11379500000,11379500000,,37504100000,37504100000,0,20537700000,20537700000,,10383800000,10383800000,,16966400000,16966400000,0,1000000,1000000,,0,0,,16967400000,16967400000,0,26132100000,26132100000,,0,0,,0,0,,-9164700000,-9164700000,0,-6250000000,-6250000000,,-2914700000,-2914700000,0,0,0,1,0
2345,2018Q3,PUNJAB AND SIND BANK,43847773000,43847773000,0,30687643000,30687643000,,13160130000,13160130000,0,3606745000,3606745000,,16766875000,16766875000,0,9180391000,9180391000,,6205531000,6205531000,,7586484000,7586484000,0,,0,,,0,,7586484000,7586484000,0,16138471000,16138471000,,19402000,19402000,,32891000,32891000,,-8604280000,-8604280000,0,-3531830000,-3531830000,,-5072450000,-5072450000,0,0,0,1,0
2346,2018Q3,PUNJAB NATIONAL BANK,247150413000,254394521000,7244108000,160907923000,167734776000,6826853000,86242490000,86659745000,417255000,36260802000,36522562000,261760000,122503292000,123182307000,679015000,52145005000,53006099000,861094000,30800387000,30890609000,90222000,70358287000,70176208000,-182079000,165752000,165752000,0,0,0,0,70524039000,70341960000,-182079000,120537740000,124856357000,4318617000,30304296000,30304296000,,,0,,-80317997000,-84818693000,-4500696000,-29844927000,-30095016000,-250089000,-50473070000,-54723677000,-4250607000,0,0,1,0
2347,2018Q3,STATE BANK OF INDIA,4463346800000,4704265612000,240918812000,2847319200000,2996104400000,148785200000,1616027600000,1708161212000,92133612000,613245600000,642629600000,29384000000,2229273200000,2350790812000,121517612000,1291168000000,1315224804000,24056804000,766729600000,776191204000,9461604000,938105200000,1035566008000,97460808000,-537200000,-446800000,90400000,,,,937568000000,1035119208000,97551208000,301597200000,287898400000,-13698800000,900596400000,964918400000,64322000000,,,,-264625600000,-217697592000,46928008000,-70544800000,-60458400000,10086400000,-194080800000,-157239192000,36841608000,0,0,1,0
2348,2018Q3,SYNDICATE BANK,100240669000,106564974000,6324305000,70250257000,75783637000,5533380000,29990412000,30781337000,790925000,8565279000,8696146000,130867000,38555691000,39477483000,921792000,28036866000,28193369000,156503000,18522492000,18577727000,55235000,10518825000,11284114000,765289000,2693000,2693000,0,0,0,0,10521518000,11286807000,765289000,38351819000,38884403000,532584000,6556369000,6556369000,0,,,,-34386670000,-34153965000,232705000,-5910900000,-5910900000,0,-28475770000,-28243065000,232705000,0,0,1,0
2349,2018Q3,UCO BANK,69824493000,72115053000,2290560000,48527198000,50189041000,1661843000,21297295000,21926012000,628717000,8856209000,8988776000,132567000,30153504000,30914788000,761284000,13756396000,14028825000,272429000,8999827000,9111085000,111258000,16397108000,16885963000,488855000,317000,-3208000,-3525000,,,,16397425000,16882755000,485330000,31990285000,34497526000,2507241000,,,,,,,-15592860000,-17614771000,-2021911000,,88400000,88400000,-15592860000,-17703171000,-2110311000,0,0,1,0
2350,2018Q3,UNION BANK OF INDIA,167127398000,172399970000,5272572000,117600469000,121200126000,3599657000,49526929000,51199844000,1672915000,20789500000,21070089000,280589000,70316429000,72269933000,1953504000,33452300000,33660000000,207700000,15377877000,15459998000,82121000,36864129000,38609933000,1745804000,,,,,,,36864129000,38609933000,1745804000,38294066000,38849566000,555500000,,,,,,,-1429937000,-239633000,1190304000,-2925300000,-2925300000,,1495363000,2685667000,1190304000,0,0,1,0
2351,2018Q3,UNITED BANK OF INDIA,42784400000,42784400000,0,32905360000,32905360000,,9879040000,9879040000,0,8717385000,8717385000,,18596425000,18596425000,0,13705018000,13705018000,,9290312000,9290312000,,4891407000,4891407000,0,,0,,,0,,4891407000,4891407000,0,23598116000,23598116000,,,0,,-5675408000,-5675408000,,-13031301000,-13031301000,0,-312798000,-312798000,,-12718503000,-12718503000,0,0,0,1,0
2352,2018Q3,VIJAYA BANK,71444774000,71444774000,0,47722372000,47722372000,,23722402000,23722402000,0,7226484000,7226484000,,30948886000,30948886000,0,14838762000,14838762000,,8829181000,8829181000,,16110124000,16110124000,0,0,0,,0,0,,16110124000,16110124000,0,12440282000,12440282000,,39897000,39897000,,0,0,,3629945000,3629945000,0,787103000,787103000,,2842842000,2842842000,0,0,0,1,0
2353,2018Q3,AU SMALL FINANCE BANK LIMITED,12836480000,12836480000,0,6762457000,6762457000,,6074023000,6074023000,0,2267255000,2267255000,,8341278000,8341278000,0,5054041000,5054041000,,2903111000,2903111000,,3287237000,3287237000,0,-11637000,-11637000,,0,0,,3275600000,3275600000,0,592140000,592140000,,108751000,108751000,,0,0,,2574709000,2574709000,0,892315000,892315000,,1682394000,1682394000,0,0,0,0,1
2354,2018Q3,CAPITAL SMALL FINANCE BANK LIMITED,1605301000,1605301000,0,983471000,983471000,,621830000,621830000,0,135737000,135737000,,757567000,757567000,0,598064000,598064000,,284366000,284366000,,159503000,159503000,0,-163000,-163000,,0,0,,159340000,159340000,0,83861000,83861000,,0,0,,0,0,,75479000,75479000,0,19291000,19291000,,56188000,56188000,0,0,0,0,1
2355,2018Q3,EQUITAS SMALL FINANCE BANK LIMITED,9990095000,9990095000,0,4838845000,4838845000,,5151250000,5151250000,0,1411336000,1411336000,,6562586000,6562586000,0,4756986000,4756986000,,2717337000,2717337000,,1805600000,1805600000,0,-777000,-777000,,0,0,,1804823000,1804823000,0,383818000,383818000,,137433000,137433000,,0,0,,1283572000,1283572000,0,453736000,453736000,,829836000,829836000,0,0,0,0,1
2356,2018Q3,ESAF SMALL FINANCE BANK LIMITED,4725300000,4725300000,0,2147103000,2147103000,,2578197000,2578197000,0,606594000,606594000,,3184791000,3184791000,0,2002737000,2002737000,,284106000,284106000,,1182054000,1182054000,0,,0,,,0,,1182054000,1182054000,0,829879000,829879000,,,0,,,0,,352175000,352175000,0,111066000,111066000,,241109000,241109000,0,0,0,0,1
2357,2018Q3,FINCARE SMALL FINANCE BANK LIMITED,2687393000,2687393000,0,1044324000,1044324000,,1643069000,1643069000,0,327300000,327300000,,1970369000,1970369000,0,1308227000,1308227000,,838378000,838378000,,662142000,662142000,0,6750000,6750000,,,0,,668892000,668892000,0,231084000,231084000,,1000,1000,,,0,,437807000,437807000,0,14263000,14263000,,423544000,423544000,0,0,0,0,1
2358,2018Q3,JANA SMALL FINANCE BANK LIMITED,6063537000,6063537000,0,4195006000,4195006000,,1868531000,1868531000,0,565155000,565155000,,2433686000,2433686000,0,5317498000,5317498000,,2913536000,2913536000,,-2883812000,-2883812000,0,-5775000,-5775000,,0,0,,-2889587000,-2889587000,0,2289465000,2289465000,,7759219000,7759219000,,,0,,-12938271000,-12938271000,0,0,0,,-12938271000,-12938271000,0,0,0,0,1
2359,2018Q3,NORTH EAST SMALL FINANCE BANK LIMITED,1391339000,1391339000,0,637781000,637781000,,753558000,753558000,0,52326000,52326000,,805884000,805884000,0,,0,,,0,,805884000,805884000,0,,0,,,0,,805884000,805884000,0,5095000,5095000,,,0,,,0,,800789000,800789000,0,153000000,153000000,,647789000,647789000,0,0,0,0,1
2360,2018Q3,SURYODAY SMALL FINANCE BANK LIMITED,2311742000,2311742000,0,826702000,826702000,,1485040000,1485040000,0,367286000,367286000,,1852326000,1852326000,0,841566000,841566000,,569812000,569812000,,1010760000,1010760000,0,72000,72000,,,0,,1010832000,1010832000,0,297786000,297786000,,,0,,2479000,2479000,,710567000,710567000,0,249554000,249554000,,461013000,461013000,0,0,0,0,1
2361,2018Q3,UJJIVAN SMALL FINANCE BANK LIMITED,8333289000,8333289000,0,3269893000,3269893000,,5063396000,5063396000,0,868951000,868951000,,5932347000,5932347000,0,4459003000,4459003000,,2326465000,2326465000,,1473344000,1473344000,0,42499000,42499000,,,0,,1515843000,1515843000,0,-886805000,-886805000,,1099104000,1099104000,,,0,,1303544000,1303544000,0,402209000,402209000,,901335000,901335000,0,0,0,0,1
2362,2018Q3,UTKARSH SMALL FINANCE BANK LIMITED,4089213000,4089213000,0,1810922000,1810922000,,2278291000,2278291000,0,372838000,372838000,,2651129000,2651129000,0,1488219000,1488219000,,914174000,914174000,,1162910000,1162910000,0,,0,,,0,,1162910000,1162910000,0,217275000,217275000,,100820000,100820000,,,0,,844815000,844815000,0,,0,,844815000,844815000,0,0,0,0,1
2363,2018Q4,AB BANK LIMITED,55200000,55200000,0,13600000,13600000,,41600000,41600000,0,209600000,209600000,,251200000,251200000,0,104000000,104000000,,11800000,11800000,,147200000,147200000,0,,0,,,0,,147200000,147200000,0,,0,,,0,,,0,,147200000,147200000,0,56700000,56700000,,90500000,90500000,0,1,0,0,0
2364,2018Q4,ABU DHABI COMMERCIAL BANK PJSC,1488136000,1488136000,0,1097271000,1097271000,,390865000,390865000,0,15450000,15450000,,406315000,406315000,0,376679000,376679000,,213480000,213480000,,29636000,29636000,0,-364000,-364000,,0,0,,29272000,29272000,0,45944000,45944000,,0,0,,0,0,,-16672000,-16672000,0,-10672000,-10672000,,-6000000,-6000000,0,1,0,0,0
2365,2018Q4,AMERICAN EXPRESS BANKING CORP.,3755136000,3755136000,0,1069446000,1069446000,,2685690000,2685690000,0,10575072000,10575072000,,13260762000,13260762000,0,11708720000,11708720000,,1262427000,1262427000,,1552042000,1552042000,0,6402000,6402000,,0,0,,1558444000,1558444000,0,333325000,333325000,,1505014000,1505014000,,0,0,,-279895000,-279895000,0,0,0,,-279895000,-279895000,0,1,0,0,0
2366,2018Q4,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,2626112000,2626112000,0,1408275000,1408275000,,1217837000,1217837000,0,748348000,748348000,,1966185000,1966185000,0,1012942000,1012942000,,533758000,533758000,,953243000,953243000,0,-2003000,-2003000,,0,0,,951240000,951240000,0,577101000,577101000,,0,0,,0,0,,374139000,374139000,0,145875000,145875000,,228264000,228264000,0,1,0,0,0
2367,2018Q4,"BANK OF AMERICA , NATIONAL ASSOCIATION",16465670000,16465670000,0,6404012000,6404012000,,10061658000,10061658000,0,6310054000,6310054000,,16371712000,16371712000,0,4317810000,4317810000,,2516839000,2516839000,,12053902000,12053902000,0,-4473000,-4473000,,0,0,,12049429000,12049429000,0,340244000,340244000,,2411000,2411000,,0,0,,11706774000,11706774000,0,5141033000,5141033000,,6565741000,6565741000,0,1,0,0,0
2368,2018Q4,BANK OF BAHRAIN & KUWAIT B.S.C.,1304420000,1304420000,0,808066000,808066000,,496354000,496354000,0,42797000,42797000,,539151000,539151000,0,282835000,282835000,,134128000,134128000,,256316000,256316000,0,207000,207000,,,0,,256523000,256523000,0,96881000,96881000,,,0,,,0,,159642000,159642000,0,49897000,49897000,,109745000,109745000,0,1,0,0,0
2369,2018Q4,BANK OF CEYLON,316346000,316346000,0,91992000,91992000,,224354000,224354000,0,61725000,61725000,,286079000,286079000,0,49682000,49682000,,24386000,24386000,,236397000,236397000,0,,0,,,0,,236397000,236397000,0,-4198000,-4198000,,,0,,,0,,240595000,240595000,0,40000000,40000000,,200595000,200595000,0,1,0,0,0
2370,2018Q4,BANK OF NOVA SCOTIA,2935101000,2935101000,0,1899227000,1899227000,,1035874000,1035874000,0,255400000,255400000,,1291274000,1291274000,0,706115000,706115000,,335203000,335203000,,585159000,585159000,0,67000,67000,,,0,,585226000,585226000,0,-249796000,-249796000,,259796000,259796000,,,0,,575226000,575226000,0,295000000,295000000,,280226000,280226000,0,1,0,0,0
2371,2018Q4,BARCLAYS BANK PLC,11153488000,11153488000,0,4583206000,4583206000,,6570282000,6570282000,0,1835335000,1835335000,,8405617000,8405617000,0,3228050000,3228050000,,1367634000,1367634000,,5177567000,5177567000,0,0,0,,0,0,,5177567000,5177567000,0,1355051000,1355051000,,0,0,,1135000,1135000,,3821381000,3821381000,0,1830655000,1830655000,,1990726000,1990726000,0,1,0,0,0
2372,2018Q4,BNP PARIBAS,17322206000,17322206000,0,10529877000,10529877000,,6792329000,6792329000,0,1195382000,1195382000,,7987711000,7987711000,0,3630353000,3630353000,,1272159000,1272159000,,4357358000,4357358000,0,-711000,-711000,,,0,,4356647000,4356647000,0,-68390000,-68390000,,,0,,,0,,4425037000,4425037000,0,1774073000,1774073000,,2650964000,2650964000,0,1,0,0,0
2373,2018Q4,CITIBANK N.A,83143195000,83143195000,0,25275550000,25275550000,,57867645000,57867645000,0,26371122000,26371122000,,84238767000,84238767000,0,31436222000,31436222000,,9743416000,9743416000,,52802545000,52802545000,0,439161000,439161000,,0,0,,53241706000,53241706000,0,-1084051000,-1084051000,,4217686000,4217686000,,0,0,,50108071000,50108071000,0,20384270000,20384270000,,29723801000,29723801000,0,1,0,0,0
2374,2018Q4,COOPERATIEVE RABOBANK U.A.,2784128000,2784128000,0,1747098000,1747098000,,1037030000,1037030000,0,213678000,213678000,,1250708000,1250708000,0,782364000,782364000,,362250000,362250000,,468344000,468344000,0,42000,42000,,0,0,,468386000,468386000,0,-1177936000,-1177936000,,799646000,799646000,,0,0,,846676000,846676000,0,0,0,,846676000,846676000,0,1,0,0,0
2375,2018Q4,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,3850449000,3850449000,0,2243912000,2243912000,,1606537000,1606537000,0,53006000,53006000,,1659543000,1659543000,0,1305355000,1305355000,,449182000,449182000,,354188000,354188000,0,2000,2000,,0,0,,354190000,354190000,0,-1424332000,-1424332000,,1436720000,1436720000,,-50835000,-50835000,,392637000,392637000,0,0,0,,392637000,392637000,0,1,0,0,0
2376,2018Q4,CREDIT SUISSE AG,3876643000,3876643000,0,1464746000,1464746000,,2411897000,2411897000,0,-82847000,-82847000,,2329050000,2329050000,0,546093000,546093000,,312310000,312310000,,1782957000,1782957000,0,0,0,,0,0,,1782957000,1782957000,0,569598000,569598000,,0,0,,0,0,,1213359000,1213359000,0,508933000,508933000,,704426000,704426000,0,1,0,0,0
2377,2018Q4,"CTBC BANK CO., LTD.",567600000,567600000,0,214751000,214751000,,352849000,352849000,0,90124000,90124000,,442973000,442973000,0,303378000,303378000,,203365000,203365000,,139595000,139595000,0,,0,,,0,,139595000,139595000,0,-19745000,-19745000,,,0,,,0,,159340000,159340000,0,108295000,108295000,,51045000,51045000,0,1,0,0,0
2378,2018Q4,DBS BANK INDIA LTD.,22444641000,22444641000,0,16758015000,16758015000,,5686626000,5686626000,0,2727723000,2727723000,,8414349000,8414349000,0,8123446000,8123446000,,3409342000,3409342000,,290903000,290903000,0,232000,232000,,0,0,,291135000,291135000,0,291792000,291792000,,0,0,,0,0,,-657000,-657000,0,24238000,24238000,,-24895000,-24895000,0,1,0,0,0
2379,2018Q4,DEUTSCHE BANK AG,40852066000,40852066000,0,18093779000,18093779000,,22758287000,22758287000,0,7799499000,7799499000,,30557786000,30557786000,0,13799616000,13799616000,,4134624000,4134624000,,16758170000,16758170000,0,-8270000,-8270000,,,0,,16749900000,16749900000,0,988596000,988596000,,1543490000,1543490000,,,0,,14217814000,14217814000,0,6753720000,6753720000,,7464094000,7464094000,0,1,0,0,0
2380,2018Q4,DOHA BANK Q.P.S.C,620119000,620119000,0,381131000,381131000,,238988000,238988000,0,266354000,266354000,,505342000,505342000,0,335483000,335483000,,116278000,116278000,,169859000,169859000,0,0,0,,4633000,4633000,,174492000,174492000,0,8049000,8049000,,0,0,,0,0,,166443000,166443000,0,0,0,,166443000,166443000,0,1,0,0,0
2381,2018Q4,EMIRATES NBD BANK (P.J.S.C.),665926000,665926000,0,247413000,247413000,,418513000,418513000,0,45931000,45931000,,464444000,464444000,0,439800000,439800000,,174724000,174724000,,24644000,24644000,0,,0,,,0,,24644000,24644000,0,23349000,23349000,,,0,,,0,,1295000,1295000,0,-8212000,-8212000,,9507000,9507000,0,1,0,0,0
2382,2018Q4,FIRST ABU DHABI BANK PJSC,780364000,780364000,0,61907000,61907000,,718457000,718457000,0,230246000,230246000,,948703000,948703000,0,460942000,460942000,,191705000,191705000,,487761000,487761000,0,0,0,,0,0,,487761000,487761000,0,34025000,34025000,,0,0,,0,0,,453736000,453736000,0,206755000,206755000,,246981000,246981000,0,1,0,0,0
2383,2018Q4,FIRSTRAND BANK LTD,773882000,773882000,0,475609000,475609000,,298273000,298273000,0,194484000,194484000,,492757000,492757000,0,418221000,418221000,,250969000,250969000,,78750000,78750000,0,231000,231000,,0,0,,78981000,78981000,0,42000000,42000000,,0,0,,0,0,,36981000,36981000,0,0,0,,36981000,36981000,0,1,0,0,0
2384,2018Q4,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,73102287000,73102287000,0,31878487000,31878487000,,41223800000,41223800000,0,13716597000,13716597000,,54940397000,54940397000,0,22231867000,22231867000,,7738967000,7738967000,,32708530000,32708530000,0,-25700000,-25700000,,0,0,,32682830000,32682830000,0,694085000,694085000,,683300000,683300000,,0,0,,31305445000,31305445000,0,13743100000,13743100000,,17562345000,17562345000,0,1,0,0,0
2385,2018Q4,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,1797978000,1797978000,0,1188698000,1188698000,,609280000,609280000,0,187416000,187416000,,796696000,796696000,0,383960000,383960000,,239262000,239262000,,412736000,412736000,0,61000,61000,,,0,,412797000,412797000,0,94594000,94594000,,,0,,,0,,318203000,318203000,0,156000000,156000000,,162203000,162203000,0,1,0,0,0
